Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
J6Z18,2018-11-08,0.0088295,0.0088325,0.0087875,0.008795,-0.000052,-0.59%,109423,221680
J6Z18,2018-11-09,0.0087905,0.0088225,0.00879,0.0088105,0.0000155,+0.18%,119825,223726
J6Z18,2018-11-12,0.0088025,0.0088205,0.0087675,0.0088055,-0.000005,-0.06%,99316,230569
J6Z18,2018-11-13,0.0088085,0.008826,0.0087815,0.008805,-0.0000005,-0.01%,150020,231730
J6Z18,2018-11-14,0.0088065,0.008847,0.008791,0.0088325,0.0000275,+0.31%,155810,232043
J6Z18,2018-11-15,0.008824,0.008861,0.008813,0.0088225,-0.00001,-0.11%,180234,228117
J6Z18,2018-11-16,0.0088225,0.008896,0.00882,0.008881,0.0000585,+0.66%,180825,224978
J6Z18,2018-11-19,0.008884,0.008913,0.0088765,0.0089035,0.0000225,+0.25%,121804,226126
J6Z18,2018-11-20,0.0089045,0.008919,0.0088755,0.0088855,-0.000018,-0.20%,154789,223144
J6Z18,2018-11-21,0.008885,0.0088915,0.008852,0.008858,-0.0000275,-0.31%,105265,224244
J6Z18,2018-11-23,0.008856,0.00889,0.008853,0.0088765,0.0000185,+0.21%,90666,223485
J6Z18,2018-11-26,0.00887,0.008873,0.008811,0.008812,-0.0000645,-0.73%,113352,229688
J6Z18,2018-11-27,0.0088185,0.0088295,0.0087955,0.0088005,-0.0000115,-0.13%,108661,231711
J6Z18,2018-11-28,0.008802,0.008827,0.0087805,0.0088195,0.000019,+0.22%,128851,230366
J6Z18,2018-11-29,0.0088095,0.008845,0.0088095,0.008825,0.0000055,+0.06%,117064,224721
J6Z18,2018-11-30,0.008822,0.008832,0.008802,0.0088115,-0.0000135,-0.15%,99039,225176
J6Z18,2018-12-03,0.008803,0.008829,0.008794,0.0088045,-0.000007,-0.08%,113593,223343
J6Z18,2018-12-04,0.0088075,0.0088905,0.0088075,0.008872,0.0000675,+0.77%,198465,226835
J6Z18,2018-12-05,0.008877,0.0088845,0.008838,0.0088415,-0.0000305,-0.34%,97625,224873
J6Z18,2018-12-06,0.0088425,0.0089155,0.008842,0.0088835,0.000042,+0.48%,246438,226141
J6Z18,2018-12-07,0.0088785,0.008889,0.00886,0.008883,-0.0000005,-0.01%,160863,220965
J6Z18,2018-12-10,0.0088835,0.008914,0.0088225,0.0088375,-0.0000455,-0.51%,240273,216879
J6Z18,2018-12-11,0.008832,0.0088525,0.0088165,0.008822,-0.0000155,-0.18%,183883,213055
J6Z18,2018-12-12,0.0088225,0.0088415,0.008812,0.0088355,0.0000135,+0.15%,235461,230790
J6H19,2018-12-13,0.0089035,0.0089065,0.0088645,0.0088725,0.000037,+0.42%,289206,274170
J6H19,2018-12-14,0.008871,0.0089055,0.0088675,0.008898,0.0000255,+0.29%,167719,261218
J6H19,2018-12-17,0.0088925,0.0089455,0.008879,0.0089405,0.0000425,+0.48%,124641,210486
J6H19,2018-12-18,0.0089345,0.008979,0.008932,0.008957,0.0000165,+0.18%,129209,214868
J6H19,2018-12-19,0.0089595,0.008994,0.0089455,0.0089695,0.0000125,+0.14%,153329,216128
J6H19,2018-12-20,0.0089615,0.009089,0.0089475,0.0090645,0.000095,+1.06%,225345,227215
J6H19,2018-12-21,0.0090515,0.0090785,0.0090355,0.0090475,-0.000017,-0.19%,176888,219729
J6H19,2018-12-24,0.00907,0.0091335,0.0090565,0.009123,0.0000755,+0.83%,90555,224458
J6H19,2018-12-26,0.00914,0.00914,0.009037,0.0090415,-0.0000815,-0.89%,125803,223489
J6H19,2018-12-27,0.009041,0.009108,0.009039,0.0090835,0.000042,+0.46%,160211,220596
J6H19,2018-12-28,0.0090655,0.0091325,0.009065,0.0091105,0.000027,+0.30%,111568,214774
J6H19,2018-12-31,0.0091175,0.009182,0.009104,0.009171,0.0000605,+0.66%,72437,216224
J6H19,2019-01-02,0.009172,0.0092505,0.009166,0.0092105,0.0000395,+0.43%,178999,224249
J6H19,2019-01-03,0.0094035,0.0094585,0.009286,0.0093345,0.000124,+1.35%,257590,229467
J6H19,2019-01-04,0.009341,0.0093545,0.009261,0.0092675,-0.000067,-0.72%,213330,226520
J6H19,2019-01-07,0.009272,0.00931,0.0092465,0.009259,-0.0000085,-0.09%,144610,228543
J6H19,2019-01-08,0.009252,0.0092715,0.0092165,0.0092545,-0.0000045,-0.05%,123404,230524
J6H19,2019-01-09,0.009242,0.009311,0.0092225,0.009285,0.0000305,+0.33%,142386,230445
J6H19,2019-01-10,0.009293,0.009326,0.009261,0.00927,-0.000015,-0.16%,126917,227818
J6H19,2019-01-11,0.009268,0.0092935,0.009254,0.009263,-0.000007,-0.08%,91258,229524
