Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
DXH12,2012-02-08,78.645,78.855,78.51,78.734,0.059,+0.07%,25596,51913
DXH12,2012-02-09,78.8,78.89,78.43,78.652,-0.082,-0.10%,26567,52509
DXH12,2012-02-10,78.655,79.315,78.655,79.226,0.574,+0.73%,28317,51705
DXH12,2012-02-13,78.95,79.125,78.715,79.045,-0.181,-0.23%,20812,51307
DXH12,2012-02-14,79.2,79.765,79.015,79.694,0.649,+0.82%,32692,51997
DXH12,2012-02-15,79.56,79.86,79.2,79.783,0.089,+0.11%,33512,51139
DXH12,2012-02-16,79.86,80.24,79.37,79.455,-0.328,-0.41%,35227,49030
DXH12,2012-02-17,79.485,79.595,79.255,79.456,0.001,0.00%,5559,50138
DXH12,2012-02-21,79.2,79.36,78.895,79.136,-0.32,-0.40%,23464,50648
DXH12,2012-02-22,79.2,79.465,79.08,79.303,0.167,+0.21%,22066,51846
DXH12,2012-02-23,79.345,79.37,78.655,78.886,-0.417,-0.53%,34016,50869
